ID	CHROM	POS	#hg19
exm1348839	17	66928428
exm1348879	17	66938141
exm134903	1	198668761
exm1349097	17	67045529
exm1349125	17	67079441
exm1349240	17	67108362
exm1349269	17	67111575
exm1349369	17	67149540
exm1349411	17	67161107
exm134965	1	198687340
exm1349670	17	67267355
exm1349722	17	67286029
exm1349802	17	67513674
exm1349864	17	68128902
exm134999	1	198711084
exm1350121	17	70645095
exm1350130	17	70645366
exm1350136	17	70732828
exm1350232	17	71189266
exm1350263	17	71192877
exm1350409	17	71204547
exm1350443	17	71228379
exm1350500	17	71232710
exm135052	1	198725233
exm135055	1	198725303
exm1351181	17	72249305
exm1351182	17	72249308
exm1351578	17	72357907
exm1351650	17	72368201
exm1351693	17	72428206
exm1351761	17	72436642
exm1352248	17	72759559
exm1352368	17	72791739
exm1352398	17	72832404
exm1352445	17	72838738
exm1352740	17	72874485
exm1352749	17	72875656
exm1352762	17	72877250
exm1352821	17	72915673
exm1352837	17	72916094
exm1352980	17	72929516
exm135301	1	200522566
exm135332	1	200534255
exm1353326	17	73015802
exm1353472	17	73096786
exm1353573	17	73127293
exm1353601	17	73143679
exm1353721	17	73233599
exm1353827	17	73238509
exm1354207	17	73494528
exm1354498	17	73513281
exm1354945	17	73625213
exm1355180	17	73723874
exm13552	1	10709453
exm1355204	17	73726337
exm1355755	17	73819417
exm135596	1	200635721
exm1355977	17	73840306
exm1356306	17	73898131
exm1356328	17	73908358
exm1356404	17	73916087
exm1356416	17	73916423
exm1356540	17	73945809
exm1356667	17	73998127
exm1356777	17	74004162
exm1356813	17	74004671
exm1356936	17	74006403
exm1356979	17	74010508
exm1357241	17	74072895
exm1357424	17	74084883
exm1357438	17	74085326
exm1357555	17	74148444
exm1357750	17	74275142
exm1357838	17	74287147
exm1357840	17	74287204
exm1358106	17	74381706
exm1358218	17	74387566
exm1358430	17	74468005
exm1358614	17	74527606
exm1358758	17	74621507
exm1359101	17	74898683
exm1359446	17	75471802
exm1359620	17	76046936
exm1359724	17	76089127
exm1360004	17	76130575
exm136011	1	200960091
exm1360212	17	76187108
exm1360313	17	76219685
exm1360724	17	76455887
exm1360837	17	76471808
exm1360851	17	76472676
exm136090	1	200971329
exm1361226	17	76528569
exm1361317	17	76554320
exm1361463	17	76570885
exm1361665	17	76803087
exm1361792	17	76831365
exm1361895	17	76967773
exm1361908	17	76968109
exm136194	1	201012449
exm1361962	17	76969234
exm136205	1	201012541
exm136256	1	201020165
exm1362816	17	77915983
exm1362940	17	78011924
exm1362990	17	78022555
exm1363020	17	78032320
exm1363021	17	78032334
exm1363037	17	78032718
exm1363124	17	78069168
exm1363282	17	78083769
exm1363482	17	78157888
exm1363548	17	78168991
exm1363569	17	78171944
exm1363679	17	78180812
exm1363871	17	78199666
exm1363983	17	78225175
exm1364012	17	78261657
exm1364065	17	78263495
exm1364073	17	78264405
exm1364111	17	78269416
exm1364136	17	78272230
exm1364143	17	78280065
exm1364172	17	78286875
exm1364236	17	78308026
exm1364288	17	78317784
exm1364639	17	78346792
exm1364687	17	78350762
exm1364715	17	78355494
exm1364749	17	78360187
exm136501	1	201063025
exm136514	1	201079344
exm136561	1	201163306
exm1365660	17	79165016
exm1365920	17	79203114
exm136604	1	201174312
exm1366108	17	79225092
exm136629	1	201175768
exm1366298	17	79287551
exm1366537	17	79414855
exm1366891	17	79495613
exm1366986	17	79503666
exm1367041	17	79514028
exm1367172	17	79526422
exm1367363	17	79634774
exm1367530	17	79662836
exm1367773	17	79771503
exm1367846	17	79804328
exm1367982	17	79857201
exm1368	1	986998
exm1368226	17	79893020
exm1368507	17	79980718
exm1369127	17	80041231
exm136939	1	201187681
exm1369560	17	80129708
exm1369588	17	80146295
exm1369600	17	80151925
exm1369922	17	80320070
exm13700	1	10725239
exm13701	1	10725240
exm1370148	17	80397506
exm1370572	17	80615788
exm1370756	17	80724159
exm1370805	17	80788220
exm1370842	17	80789026
exm1370844	17	80789037
exm1370973	17	80885809
exm1371051	17	80914641
exm1371180	17	81052039
exm1371205	18	163340
exm1371325	18	333009
exm1371335	18	334748
exm1371484	18	624970
exm1371505	18	633346
exm1371506	18	633347
exm1371628	18	683283
exm1371830	18	2554696
exm1371832	18	2554782
exm1371885	18	2578028
exm1371937	18	2616457
exm1372021	18	2724930
exm1372080	18	2751329
exm1372561	18	3151722
exm1372563	18	3151736
exm1372610	18	3176040
exm1372665	18	3215158
exm1372747	18	3457439
exm1372951	18	5291649
exm1373016	18	5397323
exm1373165	18	5890777
exm1373332	18	6851058
exm1373339	18	6868155
exm1373459	18	6949203
exm1373490	18	6958477
exm1373515	18	6959459
exm1373588	18	6975995
exm1373706	18	6999557
exm1374062	18	7774190
exm1374096	18	7949191
exm1374189	18	8296400
exm1374336	18	8783862
exm1374477	18	8798218
exm1374684	18	9195598
exm1374701	18	9221883
exm1375094	18	9570575
exm1375281	18	9931945
exm1375409	18	10487974
exm1375472	18	10672766
exm1375500	18	10682220
exm1375545	18	10699087
exm1375557	18	10704619
exm1375646	18	10857048
exm137639	1	201754444
exm1376421	18	12948134
exm1376487	18	13001512
exm1376490	18	13008497
exm1376583	18	13049814
exm1376634	18	13056535
exm1376717	18	13072830
exm1376775	18	13096305
exm137685	1	201777568
exm1376915	18	13681901
exm1377098	18	13885438
exm1377181	18	14106385
exm1377610	18	19153303
exm1377901	18	19780661
exm137798	1	201827623
exm1378327	18	21096330
exm1378433	18	21118528
exm1378496	18	21124945
exm1378616	18	21199513
exm1378628	18	21218838
exm1378672	18	21294020
exm1378704	18	21353474
exm1378853	18	21437834
exm1379063	18	21501485
exm1379083	18	21512124
exm1379114	18	21529777
exm1379263	18	21739525
exm1379345	18	21776090
exm1379442	18	22020543
exm1379457	18	22029819
exm1379476	18	22056759
exm1379558	18	22805073
exm1379568	18	22805294
exm1379606	18	22806489
exm1379898	18	24081117
exm1379947	18	24441155
exm1380077	18	25565023
exm1380182	18	28574179
exm1380305	18	28611061
exm1380513	18	28714687
exm138055	1	201970787
exm1380626	18	28908178
exm138066	1	201972448
exm1380720	18	28934280
exm1380739	18	28934621
exm1380819	18	28968881
exm1380928	18	28991361
exm1381040	18	29044288
exm1381098	18	29054189
exm13811	1	11008799
exm13813	1	11008844
exm1381396	18	29410851
exm1381420	18	29429596
exm1381436	18	29435668
exm1381462	18	29446850
exm1381532	18	29489663
exm1381604	18	29672748
exm1381890	18	30349869
exm1381960	18	30803075
exm1381968	18	30804839
exm1381991	18	30846895
exm1382026	18	30926274
exm1382204	18	31323201
exm1382245	18	31324343
exm13826	1	11009716
exm1382801	18	33077807
exm1382935	18	33692487
exm138299	1	202122865
exm1383035	18	33716276
exm1383080	18	33734831
exm1383096	18	33738805
exm1383172	18	33779645
exm1383392	18	34267092
exm1383516	18	34349252
exm1383577	18	34465613
exm1383582	18	34539379
exm1383841	18	40695438
exm1383863	18	40853742
exm1383875	18	40853900
exm1383888	18	40854204
exm1383999	18	42529996
exm1384156	18	42643370
exm1384168	18	43204683
exm1384417	18	43329864
exm1384449	18	43418689
exm1384774	18	43534694
exm1385275	18	44152066
exm1385335	18	44229166
exm138539	1	202287818
exm1385527	18	44559801
exm1385580	18	44560480
exm1385692	18	44585943
exm1385762	18	44627251
exm1385860	18	45555783
exm138597	1	202304124
exm1386410	18	47329071
exm1386451	18	47352977
exm1386482	18	47364071
exm1386548	18	47390716
exm138662	1	202406961
exm138666	1	202407076
exm1386684	18	47480761
exm1387287	18	48510555
exm1387769	18	51820030
exm1387784	18	51820365
exm1387787	18	51820571
exm1387818	18	51858168
exm1387850	18	51888070
exm1387863	18	51888176
exm1388100	18	54283543
exm1388256	18	54591238
exm1388279	18	54606602
exm1388318	18	55020141
exm1388566	18	55315751
exm1388686	18	55362430
exm138872	1	202709846
exm1388768	18	55992249
exm1388778	18	55996337
exm1388901	18	56191197
exm138893	1	202710733
exm1388973	18	56203257
exm1388987	18	56203630
exm1389005	18	56203952
exm1389052	18	56204671
exm1389263	18	56414971
exm1389819	18	59195353
exm1390233	18	60036565
exm1390364	18	60384459
exm1390428	18	60625890
exm1390480	18	60646017
exm1390622	18	61151704
exm1390648	18	61166376
exm1391135	18	61569091
exm1391170	18	61570412
exm1391175	18	61570529
exm1391333	18	61653495
exm1391342	18	61654259
exm139135	1	202933768
exm1391434	18	63525114
exm1391477	18	64172074
exm1391491	18	64176256
exm1391730	18	65181668
exm1391757	18	66351445
exm1391805	18	66504176
exm1391825	18	66506046
exm1391851	18	66564600
exm1391859	18	66678192
exm1392399	18	70417378
exm1392505	18	71793325
exm1392625	18	72021145
exm1392834	18	72234637
exm1392993	18	72345468
exm1393417	18	72999734
exm139393	1	203054984
exm1394146	18	76753768
exm1394283	18	76856583
exm1394469	18	77133899
exm13951	1	11087612
exm139517	1	203143725
exm1395557	19	334479
exm1395657	19	374365
exm139595	1	203152864
exm139639	1	203186093
exm1396626	19	624894
exm1396943	19	687176
exm1397031	19	736022
exm1397143	19	757509
exm1397622	19	846331
exm1397738	19	868108
exm139777	1	203316428
exm1397891	19	879965
exm1398245	19	991097
exm1398517	19	1009585
exm1398562	19	1011424
exm1398797	19	1043395
exm1398887	19	1048898
exm1399307	19	1080739
exm139933	1	203468797
exm1399421	19	1089957
exm1399494	19	1105385
exm1399708	19	1119539
exm1399876	19	1223125
exm1400282	19	1360136
exm1400418	19	1388855
exm1400607	19	1440230
exm1400974	19	1483326
exm1401004	19	1484105
exm1401126	19	1495526
exm1401343	19	1578390
exm1401416	19	1605401
exm1401700	19	1785590
exm140188	1	203743360
exm1402768	19	2098063
exm1402847	19	2109122
exm140302	1	203819122
exm1403277	19	2226772
exm1403922	19	2389872
exm1403966	19	2403123
exm1403978	19	2405464
exm1404009	19	2410319
exm1404168	19	2425409
exm1404170	19	2425421
exm1404517	19	2769000
exm1404567	19	2805034
exm1404590	19	2807532
exm1404618	19	2808399
exm1404679	19	2827741
exm1404683	19	2832364
exm1404941	19	2877923
exm1405231	19	2987929
exm1405262	19	2989580
exm1405944	19	3434359
exm1406273	19	3547315
exm1406914	19	3746624
exm1407225	19	3783835
exm1407414	19	3831476
exm1407537	19	3936572
exm1407614	19	3959328
exm1407899	19	4013276
exm1408500	19	4237060
exm1408529	19	4254465
exm140857	1	204379133
exm1408799	19	4325248
exm1408830	19	4328755
exm1409051	19	4409296
exm1409232	19	4446512
exm1409252	19	4446680
exm140936	1	204394023
exm1409494	19	4510874
exm140985	1	204401338
exm1409989	19	4529106
exm1410040	19	4538187
exm1410311	19	4670313
exm141032	1	204411688
exm141040	1	204412582
exm1410406	19	4704192
exm1410589	19	4817693
exm141087	1	204419142
exm1410955	19	5082388
exm1411577	19	5455890
exm141173	1	204438340
exm1411845	19	5645377
exm1411946	19	5679656
exm1412211	19	5711996
exm1412275	19	5739349
exm1412369	19	5772823
exm1412468	19	5783614
exm1412626	19	5790216
exm1412733	19	5832268
exm141279	1	204587173
exm1413099	19	5923895
exm1413396	19	6187731
exm1413402	19	6187805
exm1413451	19	6222304
exm1413511	19	6312169
exm141376	1	204588859
exm1413864	19	6427364
exm1413915	19	6433629
exm1413996	19	6465558
exm1414138	19	6478991
exm1414238	19	6534728
exm1414566	19	6711070
exm1414769	19	6743256
exm1414929	19	6755306
exm1415115	19	6903880
exm1415227	19	6937555
exm1415840	19	7565735
exm1415907	19	7573128
exm1416146	19	7605870
exm1416169	19	7606908
exm1416240	19	7620171
exm1416245	19	7620495
exm1416841	19	7710082
exm1416906	19	7735140
exm1417143	19	7809850
exm141720	1	205033518
exm1417208	19	7828315
exm1417552	19	7965685
exm1417656	19	7986601
exm1417677	19	7987125
exm1417761	19	7998386
exm1418093	19	8159446
exm1418206	19	8175770
exm1418373	19	8196119
exm141838	1	205053130
exm1418528	19	8210816
exm1418945	19	8436358
exm1419028	19	8491579
exm1419206	19	8555507
exm1419263	19	8563935
exm1419316	19	8564647
exm141942	1	205129388
exm1419458	19	8595378
exm1419558	19	8618245
exm1419791	19	8808240
exm1419806	19	8808476
exm1419878	19	8841964
exm1420017	19	8971686
exm1420052	19	8979223
exm1420484	19	9020811
exm1420533	19	9026312
exm1420606	19	9045968
exm1420697	19	9048035
exm1420774	19	9049665
exm1420806	19	9054279
exm1420808	19	9056232
exm1420837	19	9056989
exm1420861	19	9057468
exm1420881	19	9057750
exm1420887	19	9057896
exm1420942	19	9058996
exm1421016	19	9060439
exm1421138	19	9062759
exm1421330	19	9067018
exm1421400	19	9068458
exm1421442	19	9069368
exm1421632	19	9073678
exm1421648	19	9073983
exm1421717	19	9075387
exm1421733	19	9075697
exm1421780	19	9076523
exm1421785	19	9076560
exm1421816	19	9077128
exm1421912	19	9083363
exm1421986	19	9084747
exm1422054	19	9086281
exm1422228	19	9090405
exm1422353	19	9204653
exm1422438	19	9226017
exm1422487	19	9237113
exm1422677	19	9324916
exm1422878	19	9453026
exm1422925	19	9490233
exm1422969	19	9492370
exm1423377	19	9764192
exm142341	1	205388384
exm1423517	19	9921948
exm1423791	19	10084292
exm1424006	19	10107158
exm1424026	19	10108687
exm1424067	19	10114740
exm1424292	19	10203432
exm1424320	19	10204469
exm1424469	19	10221707
exm1424841	19	10274003
exm1424886	19	10291113
exm1425060	19	10385540
exm1425248	19	10403321
exm1425314	19	10416554
exm1425330	19	10419305
exm1425332	19	10419333
exm1425486	19	10444603
exm1425579	19	10463118
exm1425587	19	10464252
exm1425642	19	10472198
exm1425827	19	10506814
exm1425874	19	10541683
exm1426071	19	10624735
exm1426073	19	10624765
exm1426086	19	10625014
exm142638	1	205631965
exm1426476	19	10741957
exm1426665	19	10795548
exm142670	1	205632582
exm1426950	19	10961024
exm1427064	19	11034206
exm142728	1	205740668
exm1427825	19	11314880
exm1428123	19	11354514
exm142814	1	205799454
exm1428389	19	11470370
exm1428411	19	11472138
exm1428442	19	11485447
exm1428493	19	11489049
exm1428504	19	11489369
exm1428578	19	11510740
exm1428616	19	11516012
exm1428618	19	11516014
exm1428631	19	11517423
exm1429335	19	11832649
exm1429376	19	11833891
exm1429475	19	11917093
exm1429912	19	12089659
exm1430023	19	12154799
exm1430105	19	12186857
exm1430448	19	12460783
exm1430505	19	12461956
exm1430531	19	12474388
exm143055	1	205902130
exm1430580	19	12502161
exm1430648	19	12541341
exm143066	1	205904942
exm1430885	19	12691723
exm1431075	19	12766594
exm143110	1	206225011
exm1431132	19	12774208
exm1431362	19	12805739
exm1431486	19	12856216
exm1431599	19	12868839
exm1431858	19	12936617
exm1431894	19	12945652
exm1432493	19	13080737
exm1432587	19	13215787
exm1432603	19	13216130
exm1432621	19	13218456
exm1433209	19	13873698
exm1433395	19	13928535
exm1433422	19	13936407
exm1433520	19	13988254
exm1433769	19	14037361
exm1433812	19	14038990
exm1434063	19	14071753
exm1434109	19	14077267
exm1434317	19	14157265
exm1434386	19	14165204
exm1434870	19	14508919
exm1434875	19	14512260
exm143492	1	206658572
exm1435628	19	14769339
exm1435631	19	14772775
exm1435651	19	14805888
exm1435774	19	14857089
exm1435819	19	14865802
exm1435897	19	14877799
exm1435918	19	14883309
exm1435955	19	14910210
exm1435965	19	14910420
exm1436013	19	14938412
exm1436069	19	14952143
exm143607	1	206770544
exm1436306	19	15121824
exm1436309	19	15121858
exm1436329	19	15131276
exm1436442	19	15166839
exm1436447	19	15166890
exm1436528	19	15220105
exm1436657	19	15228749
exm1436693	19	15230830
exm1436865	19	15284936
exm1436897	19	15289850
exm1436994	19	15297709
exm1437162	19	15349764
exm1437722	19	15563529
exm1437819	19	15574925
exm1437882	19	15586672
exm1437887	19	15586783
exm1437961	19	15648409
exm1437971	19	15648720
exm1438356	19	15794352
exm1438377	19	15794491
exm1438459	19	15838854
exm1438537	19	15852309
exm1438567	19	15852849
exm1438735	19	15918802
exm1438893	19	16025439
exm143905	1	207074926
exm14395	1	11249724
exm14397	1	11249789
exm1439911	19	16687586
exm1440053	19	16860001
exm1440063	19	16860091
exm1440176	19	16884009
exm1440189	19	16890243
exm1440198	19	16899838
exm1440471	19	16988406
exm1440576	19	17001259
exm1441024	19	17166752
exm1441444	19	17337882
exm1441465	19	17338716
exm1441755	19	17394098
exm1441769	19	17394321
exm1441821	19	17396370
exm144214	1	207196028
exm1442184	19	17452053
exm1442196	19	17452457
exm1442461	19	17597661
exm1442571	19	17627009
exm1442713	19	17654387
exm144277	1	207200929
exm1442781	19	17671248
exm1442846	19	17691638
exm1443178	19	17837598
exm1443407	19	17893908
exm1443518	19	17927687
exm1443537	19	17932201
exm1443613	19	17945708
exm1444134	19	18180413
exm1444144	19	18182926
exm1444169	19	18184398
exm1444530	19	18285869
exm1444556	19	18288072
exm1444688	19	18330088
exm1444844	19	18375760
exm1444895	19	18376407
exm1444949	19	18377496
exm1445089	19	18468230
exm1445097	19	18468332
exm1445132	19	18497141
exm1445200	19	18507105
exm1445203	19	18507136
exm1445325	19	18546201
exm1445408	19	18557592
exm1445534	19	18649227
exm1445564	19	18672894
exm1445593	19	18679379
exm1445597	19	18679413
exm1445629	19	18700317
exm1445802	19	18778937
exm1445973	19	18895040
exm1445977	19	18895100
exm1445978	19	18895109
exm1445986	19	18895749
exm1446035	19	18900101
exm14461	1	11272449
exm144639	1	207643432
exm144655	1	207644786
exm1446624	19	19136771
exm1446645	19	19153585
exm1446781	19	19230759
exm1446798	19	19231907
exm1446858	19	19243970
exm1446995	19	19309006
exm1447009	19	19312471
exm1447160	19	19339052
exm1447396	19	19408044
exm1447777	19	19648234
exm1447839	19	19654799
exm1447991	19	19681635
exm1447992	19	19681643
exm1448078	19	19741070
exm1448080	19	19741085
exm1448085	19	19741292
exm1448233	19	19756787
exm1448514	19	19823270
exm1448782	19	20117147
exm1448972	19	20727516
exm1449181	19	21131850
exm144922	1	207782916
exm1449284	19	21239478
exm1449291	19	21239582
exm1449545	19	21477325
exm1449853	19	21909496
exm145007	1	207850900
exm145044	1	207868009
exm145090	1	207930459
exm1450944	19	23543107
exm1451361	19	24310032
exm1451418	19	24310697
exm1451638	19	30308110
exm1451804	19	30935927
exm145181	1	208062046
exm1451890	19	31039813
exm1451931	19	31767465
exm1452135	19	32844376
exm1452246	19	32873975
exm1452401	19	33089209
exm1452521	19	33118990
exm1452577	19	33135257
exm1452665	19	33183575
exm1452752	19	33333102
exm1452850	19	33370084
exm1453173	19	33581715
exm1453291	19	33608785
exm1453486	19	33696841
exm1453556	19	33698476
exm1453643	19	33706695
exm145370	1	208225805
exm1453717	19	33878269
exm1453783	19	33902645
exm1453802	19	33968991
exm145440	1	208272311
exm1454452	19	35084467
exm1454520	19	35175817
exm1454534	19	35225951
exm1454630	19	35250553
exm1454779	19	35435496
exm1455062	19	35524944
exm145507	1	208390979
exm1455103	19	35550890
exm1455304	19	35639614
exm1455563	19	35758745
exm1455666	19	35790480
exm1456115	19	35941533
exm1456256	19	36003538
exm1456602	19	36046460
exm1456657	19	36050783
exm1456830	19	36113595
exm1456922	19	36135663
exm1456962	19	36164140
exm1457130	19	36212009
exm1457209	19	36215582
exm1457489	19	36234961
exm1457494	19	36235260
exm1457896	19	36302871
exm1457924	19	36303664
exm1458113	19	36341311
exm1458162	19	36349319
exm145847	1	209806061
exm1458568	19	36494424
exm1458640	19	36501480
exm1458641	19	36501482
exm1458747	19	36526495
exm1458796	19	36545883
exm1458911	19	36584980
exm1459007	19	36594676
exm1459384	19	36898895
exm1459651	19	37210223
exm145978	1	209946310
exm1459838	19	37368936
exm1459847	19	37382396
exm1459902	19	37428070
exm1459950	19	37441662
exm1459974	19	37487860
exm1459975	19	37487866
exm1460045	19	37619669
exm1460164	19	37644489
exm1460246	19	37677748
exm1460565	19	37904010
exm1460711	19	38028484
exm1460850	19	38102430
exm1460969	19	38126913
exm1460997	19	38135625
exm1461003	19	38160069
exm146109	1	210004199
exm1461248	19	38376485
exm146137	1	210010324
exm1461375	19	38384574
exm1461415	19	38572304
exm1461577	19	38610312
exm1461683	19	38655519
exm1461842	19	38742028
exm1461849	19	38743560
exm1461892	19	38782485
exm1462081	19	38837157
exm1462476	19	38899459
exm146254	1	210267896
exm1462542	19	38905715
exm1462583	19	38912778
exm146300	1	210411343
exm1463253	19	39018347
exm1463264	19	39019242
exm146344	1	210415352
exm1463665	19	39208597
exm14637	1	11561200
exm1463940	19	39234765
exm1463989	19	39294191
exm1464048	19	39306538
exm1464375	19	39399459
exm1464597	19	39516144
exm1464851	19	39669106
exm1465010	19	39760263
exm1465042	19	39787450
exm146513	1	210857266
exm1465235	19	39868444
exm1465318	19	39880919
exm14655	1	11561828
exm1465579	19	39914526
exm1465646	19	39915758
exm1465833	19	39972581
exm1465931	19	39994735
exm1466165	19	40199914
exm1466185	19	40225031
exm1466265	19	40317965
exm1466409	19	40357535
exm1466476	19	40363873
exm1466481	19	40363926
exm1466514	19	40364363
exm1466940	19	40408842
exm146697	1	211652382
exm1467301	19	40520685
exm1467425	19	40541514
exm1467489	19	40580442
exm1467557	19	40582039
exm1467947	19	40839793
exm1468090	19	40886704
exm1468274	19	40901711
exm1468448	19	40929212
exm1468501	19	40957316
exm1468588	19	41008068
exm1468766	19	41063227
exm1468858	19	41078042
exm1468921	19	41086723
exm1468945	19	41092767
exm1469058	19	41114269
exm1469391	19	41206060
exm1469464	19	41223387
exm1469986	19	41382476
exm1470181	19	41512843
exm1470398	19	41622241
exm1470977	19	41858772
exm1471777	19	42301730
exm1471951	19	42383114
exm1472140	19	42410623
exm1472166	19	42462898
exm1472509	19	42584260
exm1472520	19	42584413
exm147254	1	212798697
exm1472543	19	42584890
exm147275	1	212799040
exm1472932	19	42794386
exm1473035	19	42796307
exm1473369	19	42848927
exm1473379	19	42853709
exm1473559	19	42864962
exm1473808	19	42910445
exm1474346	19	43268119
exm1474534	19	43382340
exm1474705	19	43420408
exm1474728	19	43420570
exm147477	1	213032371
exm1475513	19	43772049
exm1475553	19	43858044
exm1475558	19	43858120
exm1475780	19	43991255
exm1475803	19	44001396
exm1475869	19	44030388
exm1475927	19	44039654
exm147593	1	213168459
exm1476266	19	44118159
exm1476302	19	44130338
exm1476395	19	44223086
exm1476640	19	44303139
exm1476642	19	44303911
exm1476643	19	44303912
exm1476720	19	44352389
exm1476860	19	44418680
exm1476883	19	44419100
exm1476885	19	44419110
exm1476951	19	44470663
exm1476966	19	44470937
exm1476968	19	44470955
exm1476980	19	44471209
exm1477191	19	44536509
exm147735	1	213414243
exm1477356	19	44590996
exm1477698	19	44679149
exm1477776	19	44721957
exm1478047	19	44793080
exm1478125	19	44833162
exm1478277	19	44892034
exm1478434	19	44934535
exm1478523	19	44982085
exm1478524	19	44982121
exm1478535	19	44983567
exm1478562	19	45016102
exm1478685	19	45153230
exm1479239	19	45389198
exm1479395	19	45422446
exm1479442	19	45451745
exm1479947	19	45659155
exm1480027	19	45682876
exm1480453	19	45854910
exm1480465	19	45855507
exm1480611	19	45872326
exm1480649	19	45895218
exm1481404	19	46176175
exm1481457	19	46181392
exm1481781	19	46275164
exm1481984	19	46307592
exm148202	1	214813601
exm148211	1	214813941
exm1482175	19	46330800
exm1482315	19	46376089
exm148255	1	214815116
exm1482634	19	46522659
exm1482695	19	46627296
exm148270	1	214815484
exm148291	1	214815970
exm1483018	19	46914547
exm1483048	19	46915140
exm1483067	19	46915469
exm1483097	19	46971803
exm1483312	19	47124742
exm1483484	19	47207539
exm1483547	19	47226533
exm1483703	19	47278859
exm1483734	19	47281982
exm1484217	19	47589655
exm1484304	19	47700619
exm1484311	19	47712509
exm148512	1	214837110
exm1485611	19	48250243
exm1485641	19	48254792
exm1485848	19	48337728
exm1485924	19	48386992
exm1486034	19	48543906
exm1486406	19	48733756
exm148642	1	215802181
exm1486455	19	48737706
exm1486566	19	48800558
exm148671	1	215812520
exm1486774	19	48863424
exm1487011	19	48953603
exm1487100	19	48967720
exm1487110	19	48967810
exm1487494	19	49116200
exm1487601	19	49130957
exm148767	1	215847763
exm1487670	19	49132655
exm1487873	19	49206631
exm148805	1	215848430
exm1488090	19	49238808
exm1488122	19	49245054
exm1488130	19	49245168
exm1488302	19	49309776
exm1488394	19	49340772
exm1488395	19	49340782
exm1488470	19	49357496
exm1488545	19	49376719
exm1488721	19	49392782
exm1488748	19	49399749
exm1488756	19	49401095
exm1488860	19	49436982
exm1488877	19	49439401
exm1488883	19	49442775
exm148912	1	215933042
exm1489120	19	49494646
exm148948	1	215956155
exm1489770	19	49654561
exm1489809	19	49657036
exm1489865	19	49657745
exm1489881	19	49657939
exm1489882	19	49657953
exm1490203	19	49812952
exm1490486	19	49912505
exm1490693	19	49956635
exm1490778	19	49967396
exm1490800	19	49967718
exm1490822	19	49969006
exm1491039	19	50017538
exm1491096	19	50037608
exm1491215	19	50086918
exm1491223	19	50091777
exm1491231	19	50093248
exm149165	1	216172258
exm1491746	19	50162988
exm1491784	19	50165845
exm1491790	19	50166617
exm1492053	19	50216032
exm1492079	19	50243406
exm1492379	19	50322495
exm1492664	19	50367315
exm1492810	19	50385611
exm1493179	19	50453464
exm1493330	19	50493004
exm1493336	19	50496146
exm1493506	19	50550131
exm1493545	19	50666235
exm1493630	19	50735237
exm1493816	19	50794261
exm149399	1	216424275
exm1494017	19	50864969
exm1494126	19	50902188
exm149413	1	216462662
exm1494475	19	50949202
exm1494579	19	50963369
exm1494679	19	50979908
exm1494992	19	51159502
exm1495215	19	51207702
exm1495281	19	51228284
exm1495478	19	51301519
exm1495509	19	51322484
exm1495528	19	51323473
exm1495707	19	51379845
exm149611	1	217793375
exm1496177	19	51532567
exm149641	1	217822294
exm1496543	19	51656430
exm1496778	19	51845070
exm1497195	19	51961257
exm1497274	19	51986414
exm149735	1	218478411
exm1497374	19	52003185
exm1497380	19	52003331
exm1497459	19	52033235
exm1497480	19	52034459
exm1497517	19	52089982
exm1497559	19	52090953
exm1497568	19	52091176
exm1497619	19	52115645
exm149773	1	218607532
exm1498080	19	52380624
exm1498321	19	52469263
exm1498322	19	52469284
exm149838	1	219384945
exm1498566	19	52537650
exm1498582	19	52538193
exm1498693	19	52570714
exm1498916	19	52660639
exm1499134	19	52824846
exm1499141	19	52824977
exm1499258	19	52870011
exm1499425	19	52919433
exm1499490	19	52941073
exm1499599	19	53014224
exm1499930	19	53116964
exm1500220	19	53270623
exm1500322	19	53304443
exm150048	1	220197663
exm1500555	19	53432449
exm1500666	19	53454789
exm1500800	19	53577419
exm1500884	19	53612859
exm1500891	19	53613048
exm1501100	19	53669136
exm1501136	19	53740228
exm1501172	19	53741039
exm1501335	19	53770854
exm1501508	19	53911553
exm1502228	19	54299123
exm1502252	19	54301663
exm1502262	19	54304571
exm1502320	19	54313059
exm1502375	19	54313957
exm1502376	19	54313961
exm150242	1	220316291
exm150257	1	220320957
exm1502683	19	54544231
exm1502881	19	54613441
exm1502907	19	54621969
exm1503129	19	54660548
exm1503143	19	54662047
exm1503162	19	54664209
exm1503328	19	54684691
exm150335	1	220356104
exm1503373	19	54695662
exm1503448	19	54721009
exm1503909	19	54759306
exm1503960	19	54761023
exm1504424	19	54845031
exm1504621	19	54872611
exm1504707	19	54942015
exm1505607	19	55144580
exm1505609	19	55144607
exm1505736	19	55174519
exm1505779	19	55175843
exm1505875	19	55179424
exm150598	1	220970084
exm1506247	19	55316334
exm1506595	19	55377851
exm1506781	19	55441889
exm150681	1	221057667
exm150687	1	221057770
exm1506969	19	55481455
exm1507191	19	55505686
exm1507339	19	55556527
exm1507455	19	55592141
exm1507488	19	55593646
exm1507510	19	55597247
exm1507511	19	55597277
exm1507615	19	55606956
exm1507664	19	55624058
exm150797	1	222696171
exm1508112	19	55713661
exm1508192	19	55738571
exm1508545	19	55817644
exm1508567	19	55823389
exm1508752	19	55870104
exm1508777	19	55870600
exm1509026	19	55964723
exm1509064	19	55967743
exm1509065	19	55967747
exm150921	1	222742866
exm150933	1	222750825
exm1509393	19	56041171
