ID	CHROM	POS	#hg19
rs6863411	5	141513204
rs6878305	5	55236694
rs6880739	5	171821574
rs6903016	6	27641958
rs6906460	6	25977361
rs6909192	6	160837953
rs6910082	6	27269953
rs6913724	6	27254843
rs6918007	6	30592875
rs6918487	6	27142921
rs6923504	6	32428186
rs6927689	6	26110961
rs6931921	6	31095003
rs6937864	6	29437927
rs6940082	6	29975095
rs6940722	6	35356161
rs6944935	7	150726920
rs6948035	7	139568904
rs6948697	7	129381156
rs6949755	7	20688042
rs6952262	7	139719439
rs6955	6	3019927
rs6959682	7	139593677
rs6962291	7	139671117
rs6966	19	45882962
rs6980247	7	91594228
rs7008736	8	65543401
rs7012877	8	25835926
rs705380	7	94953913
rs705382	7	94955221
rs7067329	Y	21541514
rs7067415	Y	19276877
rs7067441	Y	19320885
rs7077618	10	96793457
rs7090621	10	101570428
rs709154	3	12456834
rs7095325	10	129913960
rs710195	22	29887186
rs7111246	11	63185562
rs712325	14	37234963
rs7124409	11	3716815
rs7139935	13	59786505
rs7150879	14	75283907
rs7163367	15	90260145
rs7166580	15	45571209
rs7171312	15	45570225
rs718254	6	30159039
rs719418	2	234727333
rs7195194	16	27268779
rs7205212	16	87884517
rs7221473	17	29297910
rs7224093	17	48720734
rs7253222	19	15774661
rs727162	7	34874038
rs727228	7	120389648
rs7288060	22	19958710
rs7311852	12	112225304
rs731478	X	155229100
rs7315731	12	46321514
rs7316412	12	21430972
rs7330748	13	103709569
rs7396702	11	88380551
rs739922	17	48719615
rs7413448	1	98250283
rs7414112	1	98343465
rs7430671	3	183761664
rs744674	5	137991951
rs746630	14	83255205
rs747199	6	44194345
rs747276	8	27391620
rs7474463	Y	16299885
rs7513888	1	98216440
rs7522580	1	173931965
rs752273	2	108931105
rs7523104	1	57892924
rs7524203	1	213011812
rs7528153	1	108307727
rs7537875	1	24695151
rs7541936	1	71415597
rs7544128	1	97871760
rs7560670	2	38970130
rs7591	17	63525082
rs762563	10	104597053
rs7654093	4	155545072
rs765649	6	29831058
rs7689099	4	178256913
rs7702187	5	9332281
rs773930	19	16890243
rs7741026	6	25642712
rs7746003	6	30842894
rs7746082	6	106435269
rs7755227	6	27845581
rs7761731	6	46563817
rs7762195	6	32947431
rs7768682	6	26598418
rs7772437	6	161115245
rs7772682	6	28695668
rs7772754	6	35338106
rs7774255	6	29274356
rs7775117	6	31345486
rs7781853	7	140198159
rs7785705	7	95033803
rs7790722	7	87293223
rs7801803	7	95050946
rs7806848	7	139689024
rs7807268	7	148258048
rs7812449	8	137402605
rs7833329	8	65506700
rs7863082	9	126272182
rs7867431	9	84686091
rs7884433	X	1857269
rs7892891	Y	22995399
rs7892969	Y	14574704
rs7893075	Y	7241447
rs7893095	Y	9171956
rs7923151	10	89463460
rs7927841	11	65715210
rs7943316	11	34460472
rs7943461	11	17484314
rs7946434	11	66138894
rs7955371	12	994487
rs7957574	12	31259372
rs7960087	12	113573237
rs7966110	12	40835734
rs7973653	12	21051769
rs802042	7	87006567
rs8024880	15	59742029
rs8034331	15	61755995
rs8046424	16	70690989
rs805285	6	31679465
rs805293	6	31688518
rs805305	6	31697387
rs805408	2	54120025
rs8073060	17	33875262
rs809871	6	26256526
rs8104533	19	18377496
rs8105668	19	53577419
rs8112607	19	33470806
rs8177318	3	133467377
rs8187755	15	85448796
rs8190843	8	18078509
rs8190857	8	18079521
rs8191444	11	67351624
rs8192802	7	139538093
rs8192837	7	139662171
rs8192944	16	55851296
rs8192948	16	55843252
rs8259	19	582927
rs8301	11	118895495
rs8330	2	234681645
rs835632	3	136676525
rs837105	5	40746916
rs837395	1	47269338
rs837398	1	47266422
rs848578	1	12837634
rs856215	14	59240290
rs866129	1	97696711
rs867529	2	88913273
rs869951	13	95954210
rs879892	21	37508878
rs880090	19	19740729
rs884103	7	64349871
rs8876	1	25687308
rs891407	Y	21843090
rs8940	7	116146074
rs914189	21	43710909
rs915654	6	31538497
rs915846	21	43652782
rs918520	5	158826310
rs921574	11	120091620
rs9257777	6	29327158
rs9261115	6	29977973
rs9261263	6	30024749
rs9261578	6	30192467
rs9262256	6	30830339
rs9262633	6	31025265
rs926421	6	33108035
rs9266399	6	31335806
rs9267822	6	32170407
rs9267845	6	32193698
rs9267954	6	32213052
rs9271300	6	32581582
rs9276487	6	32718594
rs9283478	2	169179976
rs928986	6	30125133
rs9295820	6	29778501
rs9296081	6	33076661
rs9296696	6	52847759
rs930047	5	175310814
rs9300785	13	103715046
rs930557	8	6302183
rs9323124	14	47466177
rs9332119	10	96701601
rs9332177	10	96734790
rs9332230	10	96745984
rs9332231	10	96746001
rs9332678	1	169482115
rs9332739	6	31903804
rs9348894	6	32732677
rs9364552	6	160782934
rs9366754	6	30152033
rs9368545	6	27999044
rs9378764	6	3086856
rs938886	14	20837701
rs9391709	6	31077405
rs9391733	6	32059674
rs9393690	6	26271713
rs9393945	6	29108291
rs9393947	6	29168842
rs9395200	6	46515411
rs9397605	6	153608889
rs9403756	6	146257761
rs943288	13	95862409
rs9446917	6	74234043
rs946154	1	53073327
rs9461725	6	31745086
rs9468786	6	30515207
rs9469063	6	31813576
rs9469316	6	32894515
rs9474433	6	53066595
rs9508981	13	20532968
rs9543067	13	73256676
rs9554310	13	28867258
rs9556458	13	95713683
rs9574	20	33764632
rs9574243	13	79011792
rs9584277	13	95694587
rs9585656	13	87060467
rs9594182	13	37546114
rs960440	15	92698643
rs961098	5	74400386
rs9611697	22	42388670
rs962899	6	30226811
rs9636845	21	32253513
rs966011	X	79691030
rs9663011	1	171112621
rs9692574	7	139617842
rs974961	6	30315011
rs9785702	Y	18656508
rs9785767	Y	21385724
rs9785924	Y	14116584
rs9785959	Y	17782178
rs9786237	Y	16003002
rs9786251	Y	15497285
rs9786303	Y	15955432
rs9786360	Y	15541126
rs9786389	Y	13928375
rs9786392	Y	19399252
rs9786492	Y	18050087
rs9786537	Y	14989721
rs9786664	Y	7517055
rs9786696	Y	21510491
rs9786795	Y	28650343
rs9786832	Y	18776629
rs987106	5	35875593
rs9871668	3	12452388
rs9872564	3	69353858
rs9874533	3	78280919
rs9876829	3	12439687
rs9886703	9	82246351
rs988748	11	27724745
rs9890918	17	34870964
rs9899634	17	17727943
rs9906747	17	61639694
rs9908604	17	20456522
rs9910858	17	61768553
rs9924528	16	17855194
rs992837	15	92599074
rs9932935	16	16247471
rs9934231	16	11093321
rs9939643	16	15225383
rs9941096	16	28596730
rs994379	6	26305407
rs9965760	18	24746599
rs9965874	18	24651674
rs9975740	21	43620485
rs997777	13	95793454
rs998383	21	37445739
rs998384	21	37445526
VG01S1154	1	155207367
VG01S1182	1	155205516
VG05S26940	5	13754312
VG09S52451	9	104184181
